listener_artist,chart_appearances,match_type,match_score,mbid,artist_mb,matched_name,Simplified_Genres
Taylor Swift,1611,exact_text,1.0,20244d07-534f-4eff-b4d4-930878889970,Taylor Swift,Taylor Swift,"Country, Pop"
Morgan Wallen,1031,exact_text,1.0,2077273e-eaa1-4f49-903c-f286ededecb9,Morgan Wallen,Morgan Wallen,Country
Madonna,857,exact_text,1.0,79239441-bfd5-4981-a70c-55c3f15c1287,Madonna,Madonna,"Electronic, Pop"
Kenny Chesney,783,exact_text,1.0,5dca4d22-d6c8-4e70-8ca1-4543e43353c7,Kenny Chesney,Kenny Chesney,Country
Tim McGraw,749,exact_text,1.0,7e5cfc9a-e9e1-46f1-b81a-861b12049488,Tim McGraw,Tim McGraw,"Country, Rock"
Keith Urban,674,exact_text,1.0,f45da029-7b00-4bf3-962c-0eeb20309cc4,Keith Urban,Keith Urban,Country
Stevie Wonder,659,exact_text,1.0,1ee18fb3-18a6-4c7f-8ba0-bc41cdd0462e,Stevie Wonder,Stevie Wonder,"Pop, R&B"
Rod Stewart,657,exact_text,1.0,a35237a0-4f47-40a6-b6f3-1e786db23402,Rod Stewart,Rod Stewart,"Country, Pop, R&B, Rock"
Mariah Carey,649,exact_text,1.0,494e8d09-f85b-4543-892f-a5096aed1cd4,Mariah Carey,Mariah Carey,"Hip-Hop, Pop, R&B"
Jason Aldean,633,exact_text,1.0,f24df11a-7e35-4979-a4db-a3b2a170ce27,Jason Aldean,Jason Aldean,Country
Michael Jackson,615,exact_text,1.0,f27ec8db-af05-4f36-916e-3d57f91ecf5e,Michael Jackson,Michael Jackson,"Pop, R&B"
Rascal Flatts,604,exact_text,1.0,6e0ae159-8449-4262-bba5-18ec87fa529f,Rascal Flatts,Rascal Flatts,Country
Rihanna,592,exact_text,1.0,73e5e69d-3554-40d8-8516-00cb38737a1c,Rihanna,Rihanna,"Pop, R&B"
Billy Joel,589,exact_text,1.0,64b94289-9474-4d43-8c93-918ccc1920d1,Billy Joel,Billy Joel,"Pop, Rock"
The Beatles,587,exact_text,1.0,b10bbbfc-cf9e-42e0-be17-e2c3e1d2600d,The Beatles,The Beatles,"Pop, Rock"
P!nk,570,exact_text,1.0,f4d5cc07-3bc9-4836-9b15-88a08359bc63,P!nk,P!nk,"Pop, R&B"
Aretha Franklin,569,exact_text,1.0,2f9ecbed-27be-40e6-abca-6de49d50299e,Aretha Franklin,Aretha Franklin,"Pop, R&B"
Whitney Houston,561,exact_text,1.0,0307edfc-437c-4b48-8700-80680e66a228,Whitney Houston,Whitney Houston,"Electronic, Pop, R&B"
Carrie Underwood,561,exact_text,1.0,70f0e309-5418-49b6-a130-666e2f76eecd,Carrie Underwood,Carrie Underwood,"Country, R&B"
Brad Paisley,559,exact_text,1.0,6cfd7ffc-824f-4219-8e27-4b9417700f44,Brad Paisley,Brad Paisley,Country
Neil Diamond,553,exact_text,1.0,a42d3fd5-55de-4206-86c3-4fbb5404018f,Neil Diamond,Neil Diamond,"Pop, Rock"
George Strait,553,exact_text,1.0,5ab2cf34-517e-48eb-b3a5-34e1cbcd600a,George Strait,George Strait,Country
The Weeknd,536,exact_text,1.0,c8b03190-306c-4120-bb0b-6f2ebfc06ea9,The Weeknd,The Weeknd,"Pop, R&B"
Blake Shelton,534,exact_text,1.0,2ad66473-ccb3-41d2-8756-b56680cdfe62,Blake Shelton,Blake Shelton,Country
Kelly Clarkson,531,exact_text,1.0,d339efbb-77b9-4147-ba9e-59f2f24550b2,Kelly Clarkson,Kelly Clarkson,Pop
Toby Keith,527,exact_text,1.0,2f951906-5629-4fef-a260-5033151c162a,Toby Keith,Toby Keith,Country
Luke Combs,527,exact_text,1.0,c20ee61f-071f-4e65-9c81-45ee931a54ce,Luke Combs,Luke Combs,"Country, R&B"
Ed Sheeran,526,exact_text,1.0,b8a7c51f-362c-4dcb-a259-bc6e0095f0a6,Ed Sheeran,Ed Sheeran,"Country, Pop"
Billie Eilish,521,exact_text,1.0,f4abc0b5-3f7a-4eff-8f78-ac078dbce533,Billie Eilish,Billie Eilish,"Electronic, Pop"
Chris Brown,517,exact_text,1.0,c234fa42-e6a6-443e-937e-2f4b073538a3,Chris Brown,Chris Brown,"Hip-Hop, Pop, R&B"
Bee Gees,516,exact_text,1.0,bf0f7e29-dfe1-416c-b5c6-f9ebc19ea810,Bee Gees,Bee Gees,"Pop, R&B, Rock"
Maroon 5,511,exact_text,1.0,0ab49580-c84f-44d4-875f-d83760ea2cfe,Maroon 5,Maroon 5,"Pop, R&B, Rock"
Elvis Presley,508,exact_text,1.0,01809552-4f87-45b0-afff-2c6f0730a3be,Elvis Presley,Elvis Presley,"Country, Pop, R&B, Rock"
Connie Francis,486,exact_text,1.0,5fcd7daf-25e1-47fd-9ba1-830b42708f84,Connie Francis,Connie Francis,"Country, Pop, Rock"
The Temptations,478,exact_text,1.0,d8df96ae-8fcf-4997-b3e6-e5d1aaf0f69e,The Temptations,The Temptations,R&B
Brenda Lee,471,exact_text,1.0,6ca4886a-8f77-4133-b404-46fb3908e24a,Brenda Lee,Brenda Lee,"Country, Pop, Rock"
Ariana Grande,471,exact_text,1.0,f4fdbb4c-e4b7-47a0-b83b-d91bbfcfa387,Ariana Grande,Ariana Grande,"Pop, R&B"
Dionne Warwick,451,exact_text,1.0,6784ee31-6d79-4a37-9e1f-01d6ef31940e,Dionne Warwick,Dionne Warwick,"Pop, R&B"
Dierks Bentley,447,exact_text,1.0,6bd7faa9-601f-44db-a2a6-239209f83156,Dierks Bentley,Dierks Bentley,Country
Imagine Dragons,442,exact_text,1.0,012151a8-0f9a-44c9-997f-ebd68b5389f9,Imagine Dragons,Imagine Dragons,"Electronic, Pop, Rock"
Aerosmith,429,exact_text,1.0,3d2b98e5-556f-4451-a3ff-c50ea18d57cb,Aerosmith,Aerosmith,Rock
Janet Jackson,429,exact_text,1.0,6be2828f-6c0d-4059-99d4-fa18acf1a296,Janet Jackson,Janet Jackson,"Electronic, Hip-Hop, Pop, R&B"
Bad Bunny,428,exact_text,1.0,89aa5ecb-59ad-46f5-b3eb-2d424e941f19,Bad Bunny,Bad Bunny,"Hip-Hop, Pop"
R. Kelly,427,exact_text,1.0,c2d25856-a09a-4d15-b404-77dd19c19e63,R. Kelly,R. Kelly,"Hip-Hop, Pop, R&B"
Nickelback,425,exact_text,1.0,bc710bcf-8815-42cf-bad2-3f1d12246aeb,Nickelback,Nickelback,"Pop, Rock"
Diana Ross,424,exact_text,1.0,60d41417-feda-4734-bbbf-7dcc30e08a83,Diana Ross,Diana Ross,"Electronic, Pop, R&B"
Justin Bieber,422,exact_text,1.0,e0140a67-e4d1-4f13-8a01-364355bee46e,Justin Bieber,Justin Bieber,"Electronic, Pop, R&B"
Gladys Knight And The Pips,416,exact_text,1.0,ca825016-f7fd-4ccf-a523-6ee36ea88828,Gladys Knight & the Pips,Gladys Knight & the Pips,"Pop, R&B"
Britney Spears,413,exact_text,1.0,45a663b5-b1cb-4a91-bff6-2bef7bbfdd76,Britney Spears,Britney Spears,"Electronic, Pop"
Bon Jovi,410,exact_text,1.0,5dcdb5eb-cb72-4e6e-9e63-b7bace604965,Bon Jovi,Bon Jovi,"Pop, Rock"
Olivia Newton-John,408,fuzzy,0.9714,10ccb5d8-f9d5-4954-9441-3419b522a214,Olivia Newton‐John,Olivia Newton‐John,"Country, Pop"
Phil Collins,406,exact_text,1.0,401c3991-b76b-499d-8082-9f2df958ef78,Phil Collins,Phil Collins,"Pop, Rock"
Cher,402,exact_text,1.0,bfcc6d75-a6a5-4bc6-8282-47aec8531818,Cher,Cher,Country
Donna Summer,399,exact_text,1.0,b60527cc-54f3-4bbe-a01b-dcf34c95ae14,Donna Summer,Donna Summer,"Electronic, Pop, R&B"
Lady Gaga,399,exact_text,1.0,650e7db6-b795-4eb5-a702-5ea2fc46c848,Lady Gaga,Lady Gaga,"Electronic, Jazz, Pop"
Katy Perry,395,exact_text,1.0,122d63fc-8671-43e4-9752-34e846d62a9c,Katy Perry,Katy Perry,"Pop, R&B, Rock"
Marvin Gaye,393,exact_text,1.0,afdb7919-059d-43c1-b668-ba1d265e7e42,Marvin Gaye,Marvin Gaye,"Jazz, R&B"
Barry Manilow,387,exact_text,1.0,7bb60591-46f3-4147-b692-1814a87e832e,Barry Manilow,Barry Manilow,Pop
SZA,382,exact_text,1.0,272989c8-5535-492d-a25c-9f58803e027f,SZA,SZA,"Hip-Hop, Pop, R&B"
James Brown,381,exact_text,1.0,20ff3303-4fe2-4a47-a1b6-291e26aa3438,James Brown,James Brown,R&B
Paul Anka,380,exact_text,1.0,420c6768-0885-415a-bb59-d6a275121125,Paul Anka,Paul Anka,"Jazz, Pop, R&B, Rock"
Alan Jackson,380,exact_text,1.0,7291957b-c463-4275-a41c-a104c9e2337f,Alan Jackson,Alan Jackson,"Country, R&B"
Bruno Mars,380,exact_text,1.0,afb680f2-b6eb-4cd7-a70b-a63b25c763d5,Bruno Mars,Bruno Mars,"Pop, R&B"
Eminem,379,exact_text,1.0,b95ce3ff-3d05-4e87-9e01-c97b66af13d4,Eminem,Eminem,"Hip-Hop, Rock"
Sabrina Carpenter,377,exact_text,1.0,1882fe91-cdd9-49c9-9956-8e06a3810bd4,Sabrina Carpenter,Sabrina Carpenter,"Electronic, Pop, R&B"
U2,376,exact_text,1.0,a3cb23fc-acd3-4ce0-8f36-1e5aa6a18432,U2,U2,"Pop, Rock"
Thomas Rhett,373,exact_text,1.0,bca8bfc0-9d5b-449b-b713-914596f88d56,Thomas Rhett,Thomas Rhett,Country
Miley Cyrus,371,exact_text,1.0,7e9bd05a-117f-4cce-87bc-e011527a8b18,Miley Cyrus,Miley Cyrus,"Pop, Rock"
Bobby Vinton,369,exact_text,1.0,f37f26ea-6a9a-49b8-9614-bdad762f1ba6,Bobby Vinton,Bobby Vinton,Pop
Four Tops,367,exact_text,1.0,0d21b01f-21f2-419b-8d98-4158ba0c0aa4,Four Tops,Four Tops,"Pop, R&B"
Kanye West,365,exact_text,1.0,164f0d73-1234-4e2c-8743-d77bf2191051,Kanye West,Kanye West,"Hip-Hop, Pop, R&B"
Post Malone,365,exact_text,1.0,b1e26560-60e5-4236-bbdb-9aa5a8d5ee19,Post Malone,Post Malone,"Country, Hip-Hop, Pop, R&B"
Andy Williams,364,exact_text,1.0,57cb4257-9855-4a42-b1be-bfba1d9b520d,Andy Williams,Andy Williams,Pop
Adele,360,exact_text,1.0,cc2c9c3c-b7bc-4b8b-84d8-4fbd8779e493,Adele,Adele,"Pop, R&B"
Bryan Adams,359,exact_text,1.0,4dbf5678-7a31-406a-abbe-232f8ac2cd63,Bryan Adams,Bryan Adams,"Pop, Rock"
Brook Benton,358,exact_text,1.0,e449337e-4192-415d-88d0-81352c068d2c,Brook Benton,Brook Benton,"Pop, R&B"
Fleetwood Mac,355,exact_text,1.0,bd13909f-1c29-4c27-a874-d4aaf27c5b1a,Fleetwood Mac,Fleetwood Mac,"Pop, Rock"
Commodores,354,exact_text,1.0,900ab237-327b-44e2-87e4-73250bbe025a,Commodores,Commodores,"Pop, R&B"
Dua Lipa,354,exact_text,1.0,6f1a58bf-9b1b-49cf-a44a-6cefad7ae04f,Dua Lipa,Dua Lipa,"Electronic, Pop, R&B"
Jackie Wilson,352,exact_text,1.0,f0bf4fa0-028e-452f-82d3-7d4375e105dd,Jackie Wilson,Jackie Wilson,"Pop, R&B, Rock"
Ray Charles,352,exact_text,1.0,2ce02909-598b-44ef-a456-151ba0a3bd70,Ray Charles,Ray Charles,"Country, Jazz, R&B, Rock"
Barbra Streisand,352,exact_text,1.0,56cd15a1-0d74-438b-8244-c96ffe1cae03,Barbra Streisand,Barbra Streisand,"Jazz, Pop, R&B"
Justin Timberlake,350,exact_text,1.0,596ffa74-3d08-44ef-b113-765d43d12738,Justin Timberlake,Justin Timberlake,"Pop, R&B"
Linkin Park,345,exact_text,1.0,f59c5520-5f46-4d2c-b2c4-822eabf53419,Linkin Park,Linkin Park,"Pop, Rock"
Lionel Richie,340,exact_text,1.0,3cb25fb2-5547-4b05-adec-1a5e37830d46,Lionel Richie,Lionel Richie,"Pop, R&B"
Faith Hill,337,exact_text,1.0,406552d4-5ba1-4226-b7c0-367bc50fc767,Faith Hill,Faith Hill,"Country, Pop"
Bobby Darin,335,exact_text,1.0,1f223eed-aa38-49da-9e76-62ab3adc2e04,Bobby Darin,Bobby Darin,"Country, Jazz, Pop, Rock"
Nicki Minaj,333,exact_text,1.0,1036b808-f58c-4a3e-b461-a2c4492ecf1b,Nicki Minaj,Nicki Minaj,"Hip-Hop, Pop, R&B"
Lil Baby,333,exact_text,1.0,d42a5768-ada1-4fb6-85fd-f61aba6264e0,Lil Baby,Lil Baby,Hip-Hop
Bruce Springsteen,329,exact_text,1.0,70248960-cb53-4ea4-943a-edb18f7d336f,Bruce Springsteen,Bruce Springsteen,"Country, Pop, Rock"
Celine Dion,326,exact_text,1.0,847e8a0c-cc20-4213-9e16-975515c2a926,Céline Dion,Céline Dion,"Pop, R&B"
Sam Cooke,325,exact_text,1.0,6c8fd0be-d961-454c-aee0-4366a6dbc993,Sam Cooke,Sam Cooke,R&B
Miranda Lambert,324,exact_text,1.0,4eca1aa0-c79f-481b-af8a-4a2d6c41aa5c,Miranda Lambert,Miranda Lambert,Country
Olivia Rodrigo,322,exact_text,1.0,6925db17-f35e-42f3-a4eb-84ee6bf5d4b0,Olivia Rodrigo,Olivia Rodrigo,"Country, Pop, Rock"
Huey Lewis & The News,320,exact_text,1.0,2be6ae30-d220-4419-80da-2a46813ed872,Huey Lewis and the News,Huey Lewis and the News,"Pop, R&B, Rock"
Kendrick Lamar,320,exact_text,1.0,381086ea-f511-4aba-bdf9-71c753dc5077,Kendrick Lamar,Kendrick Lamar,Hip-Hop
Fats Domino,318,exact_text,1.0,e787de5d-49e2-4b1f-9bde-1fd3a671b971,Fats Domino,Fats Domino,"Jazz, R&B, Rock"
Montgomery Gentry,313,exact_text,1.0,d39f9276-32c1-4b84-9389-d77dbc3801ae,Montgomery Gentry,Montgomery Gentry,"Country, Rock"
Alicia Keys,313,exact_text,1.0,8ef1df30-ae4f-4dbd-9351-1a32b208a01e,Alicia Keys,Alicia Keys,"Hip-Hop, Pop, R&B"
Neil Sedaka,310,exact_text,1.0,577d92bd-32ac-48b6-86df-4db6b0b52fbf,Neil Sedaka,Neil Sedaka,"Pop, R&B, Rock"
Chubby Checker,309,exact_text,1.0,920febb2-ea05-4339-8a08-17294e60c736,Chubby Checker,Chubby Checker,Rock
Glen Campbell,309,exact_text,1.0,57976431-1a5c-4968-a422-b92c5e9b0d4f,Glen Campbell,Glen Campbell,"Country, Pop, R&B"
Michael Bolton,306,exact_text,1.0,e8bee5d1-a3a5-4c1a-ada4-f1ca22101e84,Michael Bolton,Michael Bolton,"Pop, R&B, Rock"
OneRepublic,306,exact_text,1.0,c33c2065-b1c3-4406-b066-d33a9e2ea71a,OneRepublic,OneRepublic,"Pop, Rock"
Linda Ronstadt,304,exact_text,1.0,498f2581-be21-4eef-8756-fbb89d79b1c0,Linda Ronstadt,Linda Ronstadt,"Country, Pop, R&B, Rock"
Kenny Rogers,303,exact_text,1.0,c3d14b41-a48d-488f-bfed-ce0597bb0b1f,Kenny Rogers,Kenny Rogers,"Country, Pop"
Kenny Loggins,301,exact_text,1.0,15042d2b-2d4c-4451-a96a-6f547642de13,Kenny Loggins,Kenny Loggins,"Country, Pop, R&B, Rock"
Duran Duran,300,exact_text,1.0,1a1cd7f3-e5df-4eca-bae2-2757c9e656b5,Duran Duran,Duran Duran,"Pop, Rock"
Backstreet Boys,299,exact_text,1.0,2f569e60-0a1b-4fb9-95a4-3dc1525d1aad,Backstreet Boys,Backstreet Boys,"Pop, R&B"
Doja Cat,298,exact_text,1.0,5df62a88-cac9-490a-b62c-c7c88f4020f4,Doja Cat,Doja Cat,"Hip-Hop, Pop, R&B"
Toni Braxton,296,exact_text,1.0,3c8a8696-e176-4c46-a2d3-48b6b1525c7f,Toni Braxton,Toni Braxton,"Pop, R&B"
Coldplay,296,exact_text,1.0,cc197bad-dc9c-440d-a5b5-d52ba2e14234,Coldplay,Coldplay,"Pop, Rock"
Def Leppard,295,exact_text,1.0,7249b899-8db8-43e7-9e6e-22f1e736024e,Def Leppard,Def Leppard,Rock
John Denver,292,exact_text,1.0,34e10b51-b5c6-4bc1-b70e-f05f141eda1e,John Denver,John Denver,"Country, Pop"
Destiny's Child,292,fuzzy,0.9655,a796b92e-c137-4895-9c89-10f900617a4f,Destiny’s Child,Destiny’s Child,"Hip-Hop, Pop, R&B"
Van Halen,289,exact_text,1.0,b665b768-0d83-4363-950c-31ed39317c15,Van Halen,Van Halen,"Pop, Rock"
Rick Springfield,288,exact_text,1.0,88543892-2eef-4a6a-a84c-5b8502b80421,Rick Springfield,Rick Springfield,"Pop, Rock"
Luther Vandross,287,exact_text,1.0,816d9b5d-eaf9-4a97-b5f7-6e82cd01aafe,Luther Vandross,Luther Vandross,R&B
Wilson Pickett,286,exact_text,1.0,fc6214b3-6d82-4803-be74-01ece1723e42,Wilson Pickett,Wilson Pickett,R&B
Roy Orbison,285,exact_text,1.0,0bbbc496-c7b5-4b3f-bb6d-bd312827d6e5,Roy Orbison,Roy Orbison,"Country, Pop, Rock"
Billy Currington,285,exact_text,1.0,dbf94c49-0dd9-4f72-85d5-f548beb453f6,Billy Currington,Billy Currington,Country
The Supremes,284,exact_text,1.0,c1aa2ec9-53e7-4d90-8d36-bac75832e986,The Supremes,The Supremes,"Pop, R&B"
Shania Twain,284,exact_text,1.0,faabb55d-3c9e-4c23-8779-732ac2ee2c0d,Shania Twain,Shania Twain,Country
LeAnn Rimes,284,exact_text,1.0,9092d8e1-9b38-4372-a96d-000b8561a8bc,LeAnn Rimes,LeAnn Rimes,"Country, Pop"
Anne Murray,283,exact_text,1.0,cff63c14-b081-4686-9357-eea84d5348fc,Anne Murray,Anne Murray,"Country, Pop"
Eddie Money,282,exact_text,1.0,0e990816-cb3e-4930-a2eb-77909e42cd66,Eddie Money,Eddie Money,"Pop, Rock"
John Mellencamp,280,exact_text,1.0,0aad6b52-fd93-4ea4-9c5d-1f66e1bc9f0a,John Mellencamp,John Mellencamp,"Country, Rock"
One Direction,279,exact_text,1.0,1a425bbd-cca4-4b2c-aeb7-71cb176c828a,One Direction,One Direction,Pop
Gloria Estefan,276,exact_text,1.0,becd8cc6-a453-4183-af88-dedaaec859a6,Gloria Estefan,Gloria Estefan,Pop
Lonestar,276,exact_text,1.0,407592bd-6b6e-4803-80fd-f17e59446734,Lonestar,Lonestar,Country
Jason Derulo,275,exact_text,1.0,6de0f914-3e60-4418-be3b-42e0feb6eb4d,Jason Derulo,Jason Derulo,"Electronic, Pop, R&B"
The Drifters,274,exact_text,1.0,9e2d3f58-0653-4007-bcb7-1746fcdd9363,The Drifters,The Drifters,"Pop, R&B"
Frank Sinatra,274,exact_text,1.0,197450cd-0124-4164-b723-3c22dd16494d,Frank Sinatra,Frank Sinatra,"Jazz, Pop"
David Bowie,272,exact_text,1.0,5441c29d-3602-4898-b1a1-b77fa23b8e50,David Bowie,David Bowie,"Electronic, Pop, Rock"
Aaliyah,271,exact_text,1.0,bc85da58-52d9-457d-ae8d-5d8d4ec870a9,Aaliyah,Aaliyah,"Hip-Hop, Pop, R&B"
Travis Scott,270,exact_text,1.0,e4a51f17-a57b-47b1-b37b-f552d0f8e9e6,Travis Scott,Travis Scott,Hip-Hop
REO Speedwagon,268,exact_text,1.0,bdc70372-7e8a-4cb9-8d33-f036b3b7cdc1,REO Speedwagon,REO Speedwagon,"Pop, Rock"
Avril Lavigne,268,exact_text,1.0,0103c1cc-4a09-4a5d-a344-56ad99a77193,Avril Lavigne,Avril Lavigne,"Pop, Rock"
James Brown And The Famous Flames,264,exact_text,1.0,c6db5c68-da57-41f9-8472-3da2e42977c4,James Brown & The Famous Flames,James Brown & The Famous Flames,R&B
Helen Reddy,263,exact_text,1.0,0f4681f3-1d4d-4463-8a68-eaa60d6d6865,Helen Reddy,Helen Reddy,Pop
Martina McBride,262,exact_text,1.0,b0a55bd8-60c7-45c1-b78e-f20e4c8adba1,Martina McBride,Martina McBride,Country
Jake Owen,262,exact_text,1.0,508f4f83-26dc-4d21-98d9-1a8c04d5ad4a,Jake Owen,Jake Owen,Country
ABBA,261,exact_text,1.0,d87e52c5-bb8d-4da8-b941-9f4928627dc8,ABBA,ABBA,"Pop, R&B"
Harry Styles,261,exact_text,1.0,7eb1ce54-a355-41f9-8d68-e018b096d427,Harry Styles,Harry Styles,Pop
Pat Benatar,257,exact_text,1.0,6bc658ea-005f-486b-8f94-33a2e40f7a72,Pat Benatar,Pat Benatar,"Pop, Rock"
Demi Lovato,257,exact_text,1.0,faf4cefb-036c-4c88-b93a-5b03dd0a0e6b,Demi Lovato,Demi Lovato,Pop
Natalie Cole,254,exact_text,1.0,eb45032c-80da-469c-be20-1d09f08ef37f,Natalie Cole,Natalie Cole,"Jazz, Pop, R&B"
Smokey Robinson,253,exact_text,1.0,c19ff12b-058f-44a8-b245-b0efb4752925,Smokey Robinson,Smokey Robinson,"Pop, R&B"
Christina Aguilera,253,exact_text,1.0,b202beb7-99bd-47e7-8b72-195c8d72ebdd,Christina Aguilera,Christina Aguilera,"Hip-Hop, Pop, R&B"
The O'Jays,252,fuzzy,0.9474,8153c6ef-026c-481f-b081-974f2c948d9f,The O’Jays,The O’Jays,R&B
Sheryl Crow,252,exact_text,1.0,80ccfede-c258-4575-a7ad-c982e9932e0f,Sheryl Crow,Sheryl Crow,"Country, Pop, Rock"
Al Martino,251,exact_text,1.0,8dd7d6f8-8ede-4ecd-84a6-e40dd235c075,Al Martino,Al Martino,"Jazz, Pop"
Bobby Rydell,251,exact_text,1.0,05ae3db6-4d20-4ea2-97a6-024d3f0e56c8,Bobby Rydell,Bobby Rydell,"Pop, R&B, Rock"
Pat Boone,249,exact_text,1.0,52e94208-f7c8-4e07-97ed-d5edeb0cfe60,Pat Boone,Pat Boone,"Country, Pop, R&B"
Eric Clapton,247,exact_text,1.0,618b6900-0618-4f1e-b835-bccb17f84294,Eric Clapton,Eric Clapton,"Jazz, Rock"
R.E.M.,247,exact_text,1.0,ea4dfa26-f633-4da6-a52a-f49ea4897b58,R.E.M.,R.E.M.,"Country, Rock"
Jerry Butler,245,exact_text,1.0,fec55784-ff5c-4992-83dd-1f7c4b10c6bf,Jerry Butler,Jerry Butler,R&B
Jonas Brothers,245,exact_text,1.0,6e019bc6-5c23-4935-94f0-4a896631d846,Jonas Brothers,Jonas Brothers,"Pop, Rock"
Trey Songz,241,exact_text,1.0,4d7304f6-7fe3-4959-9d98-01a5af84afe6,Trey Songz,Trey Songz,R&B
Carly Simon,239,exact_text,1.0,c4df30f5-5487-4806-9189-b69c9f27532c,Carly Simon,Carly Simon,"Country, Pop"
John Mayer,239,exact_text,1.0,144ef525-85e9-40c3-8335-02c32d0861f3,John Mayer,John Mayer,"Jazz, Pop, Rock"
The Miracles,238,exact_text,1.0,6a4c2d34-7f7f-4f87-b17f-b5540aa840db,The Miracles,The Miracles,"R&B, Rock"
T.I.,237,exact_text,1.0,f7ba7fbe-c6bd-4ac0-bee9-c25c558d7d62,T.I.,T.I.,Hip-Hop
Shawn Mendes,236,exact_text,1.0,b7d92248-97e3-4450-8057-6fe06738f735,Shawn Mendes,Shawn Mendes,"Country, Pop"
Johnny Tillotson,235,exact_text,1.0,2e044523-e7a8-4167-99b4-f835b88ff712,Johnny Tillotson,Johnny Tillotson,"Country, Pop"
Tina Turner,235,exact_text,1.0,9072df14-b61e-42e2-b4f4-6bbb7fdb5586,Tina Turner,Tina Turner,"Pop, R&B, Rock"
Matchbox Twenty,235,exact_text,1.0,75af9d25-cf32-49c0-9192-60bd8e9784e6,Matchbox Twenty,Matchbox Twenty,"Pop, Rock"
Juice WRLD,232,exact_text,1.0,4e4ebde4-0c56-4dec-844b-6c73adcdd92d,Juice WRLD,Juice WRLD,"Hip-Hop, Rock"
Johnny Mathis,231,exact_text,1.0,48896dee-a985-424d-9849-84802f7e79c9,Johnny Mathis,Johnny Mathis,"Jazz, Pop"
Dean Martin,231,exact_text,1.0,5e6c760b-42e0-4df4-a221-0269355da00a,Dean Martin,Dean Martin,"Country, Jazz, Pop"
The Who,231,exact_text,1.0,9fdaa16b-a6c4-4831-b87c-bc9ca8ce7eaa,The Who,The Who,"Pop, Rock"
Tate McRae,230,exact_text,1.0,f9133869-f87c-459c-9aa7-2f176cda7e06,Tate McRae,Tate McRae,Pop
Steve Winwood,228,exact_text,1.0,885f90ef-6bd9-409a-b2df-e165e553c68e,Steve Winwood,Steve Winwood,"Pop, R&B, Rock"
Darius Rucker,227,exact_text,1.0,3ae70f76-ea53-4cc5-906e-d47a384202a1,Darius Rucker,Darius Rucker,"Country, Jazz, Pop, R&B, Rock"
Alice Cooper,226,exact_text,1.0,ee58c59f-8e7f-4430-b8ca-236c4d3745ae,Alice Cooper,Alice Cooper,Rock
Air Supply,226,exact_text,1.0,df9a1914-7fad-4900-bdd4-d7811712a2a8,Air Supply,Air Supply,Pop
INXS,225,exact_text,1.0,481bf5f9-2e7c-4c44-b08a-05b32bc7c00d,INXS,INXS,Rock
New Edition,225,exact_text,1.0,b4b94b15-1535-48a4-aa1e-d44e55d75bc5,New Edition,New Edition,"Hip-Hop, Pop, R&B"
En Vogue,225,exact_text,1.0,9a883a69-436b-4d17-9ffd-122a9bf4419a,En Vogue,En Vogue,"Electronic, Hip-Hop, Pop, R&B"
Selena Gomez,224,exact_text,1.0,e4bc69e2-a064-4f93-ada1-f7f209cc1cc3,Selena Gomez,Selena Gomez,"Electronic, Pop"
Gene Pitney,223,exact_text,1.0,828b1208-2ce4-40c1-b659-11d7f540748c,Gene Pitney,Gene Pitney,"Country, Pop"
Sugarland,220,exact_text,1.0,f87b740a-c22b-4fae-9987-1f3e16f840c4,Sugarland,Sugarland,Country
The Kinks,217,exact_text,1.0,17b53d9f-5c63-4a09-a593-dde4608e0db9,The Kinks,The Kinks,"Pop, Rock"
The Marvelettes,216,exact_text,1.0,faca5707-ce1a-4276-a5bc-a4061bfb33d2,The Marvelettes,The Marvelettes,"Pop, R&B, Rock"
Bobby Goldsboro,216,exact_text,1.0,a85c70af-90e4-4a7c-83b1-e1bd567d7d2f,Bobby Goldsboro,Bobby Goldsboro,"Country, Pop"
Billy Ocean,216,exact_text,1.0,0e422e91-a42a-4b4d-8413-9baff67350f2,Billy Ocean,Billy Ocean,"Country, Pop, R&B"
The Hollies,215,exact_text,1.0,d4305549-6b4e-4a57-b24d-8af0743fe191,The Hollies,The Hollies,"Pop, Rock"
Dr. Hook,215,exact_text,1.0,1c893468-37a9-4fb7-909f-929751a8ebed,Dr. Hook,Dr. Hook,"Country, Pop, R&B, Rock"
Lenny Kravitz,215,exact_text,1.0,0ef3f425-9bd2-4216-9dd2-219d2fe90f1f,Lenny Kravitz,Lenny Kravitz,"R&B, Rock"
Chappell Roan,214,exact_text,1.0,56a55378-f155-48de-80a5-d80104221267,Chappell Roan,Chappell Roan,Pop
Bette Midler,212,exact_text,1.0,ed333e8b-d18a-49fc-b361-4ec9731dfdba,Bette Midler,Bette Midler,Pop
Paula Abdul,212,exact_text,1.0,275d1fca-22e8-46b9-85e6-c3523098a599,Paula Abdul,Paula Abdul,"Electronic, Hip-Hop, Pop, R&B"
Al Green,211,exact_text,1.0,fb7272ba-f130-4f0a-934d-6eeea4c18c9a,Al Green,Al Green,R&B
Trace Adkins,211,exact_text,1.0,3dc9c919-508f-4255-b05e-0eed6a28137d,Trace Adkins,Trace Adkins,Country
Bobby Vee,208,exact_text,1.0,97ebb1b4-1d9c-4303-bb60-074c993e2d53,Bobby Vee,Bobby Vee,"Pop, Rock"
